Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Volume_SMA,Target
2023-08-09,428.8999938964844,440.6199951171875,427.5899963378906,439.739990234375,3846600,437.7595016479492,429.6853997802734,44.92735084975377,0.252881363172321,1.0510358422628745,437.7595016479492,469.5323004390244,405.986702856874,8458150.0,0.002518109361653309
2023-08-10,429.9800109863281,438.1199951171875,428.69000244140625,431.1199951171875,5467600,436.739501953125,430.42539978027344,51.650260520423515,-0.08280266282997673,0.8242681412443044,436.739501953125,468.11368314131806,405.36532076493194,8423655.0,-0.01934975373653658
2023-08-11,421.6600036621094,430.6300048828125,421.3299865722656,428.9800109863281,3925200,435.727001953125,430.95399963378907,45.937769855548645,-1.0085636359850696,0.4577017857984296,435.727001953125,467.6999032113586,403.7541006948914,8260670.0,0.01451405175742404
2023-08-14,427.7799987792969,428.8500061035156,418.7799987792969,421.989990234375,3966000,434.6135025024414,431.44699951171873,50.045426263347544,-1.2341765983567825,0.11932610896738716,434.6135025024414,466.0324869952926,403.19451800959024,8114385.0,-0.009537581429492237
2023-08-15,423.70001220703125,429.1199951171875,421.0400085449219,424.4100036621094,3368000,432.05850372314455,431.91159973144534,50.59134161362271,-1.7223432145454467,-0.24900775573517964,432.05850372314455,457.45044227540205,406.66656517088705,7622940.0,-0.01947132348905578
2023-08-16,415.45001220703125,424.510009765625,415.25,423.7300109863281,3967000,428.9515045166016,432.1497998046875,51.328051535744564,-2.743301751849458,-0.7478665549580353,428.9515045166016,443.9758452634848,413.92716376971833,6771465.0,-0.02996753361708182
2023-08-17,403.0,415.239990234375,401.5799865722656,415.0,6031500,427.23050384521486,432.22399963378905,36.706353517267466,-4.505098710675895,-1.4993129861016072,427.23050384521486,445.6681623787801,408.7928453116496,5873555.0,0.0037965230255505578
2023-08-18,404.5299987792969,406.5199890136719,398.1499938964844,399.3299865722656,4309200,426.0820037841797,432.31919982910154,26.736021782008393,-5.71203262239743,-2.341856913360772,426.0820037841797,447.12636145887814,405.0376461094812,5223830.0,0.009294761271033458
2023-08-21,408.2900085449219,409.6099853515625,399.5,402.2300109863281,3861600,425.07800445556643,432.29760009765624,30.414582534396814,-6.292597926660449,-3.132005116020707,425.07800445556643,447.5315522912053,402.62445661992757,5003690.0,0.011952300523355941
2023-08-22,413.1700134277344,415.739990234375,407.3999938964844,409.0,3603300,424.35150451660155,432.1606005859375,38.73825548008292,-6.28645812679423,-3.762895718175412,424.35150451660155,447.3807211172072,401.3222879159959,4940865.0,0.03480401262893085
