Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Volume_SMA,Target
2023-08-09,176.423583984375,179.13641237321562,175.25527360727992,179.0770095774785,60378500,188.79374313354492,185.56051879882813,23.715738242750433,-1.8052323763457423,0.39188394584382513,188.79374313354492,200.45729625224288,177.13019001484696,57344100.0,-0.0012345512439958517
2023-08-10,176.20578002929688,178.95822060931928,175.8394526832055,177.70080592181807,54686900,188.1714744567871,185.57378540039062,24.55380928880662,-2.352374967646483,-0.15696783685423654,188.1714744567871,201.12381507950238,175.21913383407184,58011330.0,0.0003375528303086739
2023-08-11,176.2652587890625,177.0881424893324,175.03590276334816,175.7993034466227,51988100,187.5447540283203,185.58923217773437,22.434661243968876,-2.7494955017310474,-0.6754733698295987,187.5447540283203,201.5401113895694,173.54939666707122,58532040.0,0.009393146648291273
2023-08-14,177.9209442138672,178.14896748076782,175.78937369863468,176.44371711975322,43675600,186.83745269775392,185.5815557861328,24.69734293886114,-2.8972190714513033,-1.1198225101539396,186.83745269775392,201.29278788890474,172.3821175066031,58189810.0,-0.011200210767766339
2023-08-15,175.92819213867188,177.94078172124355,175.53162857549793,177.34593637648265,43622600,186.04338455200195,185.51699462890625,20.647246404111897,-3.138906146929145,-1.5236392375089807,186.04338455200195,201.08174727276844,171.00502183123547,57953250.0,-0.0049591357224819665
2023-08-16,175.0557403564453,177.00883168990967,174.98633341606396,175.61093536777827,46964900,185.13787231445312,185.4621124267578,20.93887662944077,-3.3620884006927554,-1.8913290701457357,185.13787231445312,200.54683427495166,169.72891035395457,56276130.0,-0.014555213257356536
2023-08-17,172.5077667236328,175.9876593304517,171.9922220355352,175.62083731111454,66062900,184.20248565673828,185.36359802246093,11.71060095814903,-3.701889049983265,-2.2534410661132416,184.20248565673828,200.31331603013524,168.0916552833413,56600215.0,0.002816159152707387
2023-08-18,172.9935760498047,173.59834528388794,170.48527458580276,170.82235510894964,61114200,183.35030059814454,185.3023239135742,11.303711902597144,-3.8871738397899946,-2.5801876208485925,183.35030059814454,199.95705279026618,166.7435484060229,56060035.0,0.007736934353105296
2023-08-21,174.33201599121094,174.6195374615467,172.25003438777193,173.5686303005825,46311900,182.52493743896486,185.2133645629883,15.830958150409202,-3.8812715704974323,-2.8404044107783606,182.52493743896486,199.20518234124,165.8446925366897,56106740.0,0.007904754327409336
2023-08-22,175.71006774902344,176.15620551446153,174.73847648439144,175.5415274877659,42084200,181.72540893554688,185.1442428588867,21.95916032717497,-3.7224862156364793,-3.0168207717499844,181.72540893554688,198.0836308335164,165.36718703757737,56346790.0,0.02194881868395493
2023-08-23,179.5666961669922,179.9930163205811,176.80063007696822,176.98900304288458,52722800,181.0751480102539,185.09621551513672,33.34069978497642,-3.2480089701879535,-3.0630584114375785,181.0751480102539,196.63228095602395,165.51801506448388,56609335.0,-0.02617036266654471
2023-08-24,174.86737060546875,179.54689311295104,174.50053343712446,179.12057292485625,54945800,180.25328674316407,184.96370574951172,39.25451806764631,-3.2141281648989377,-3.0932723621298504,180.25328674316407,195.26206738337393,165.2445061029542,56983615.0,0.012643074567883605
2023-08-25,177.07823181152344,177.6135940867137,174.3121656551708,175.8587845923081,51449600,179.4127624511719,184.8627407836914,50.00243118156703,-2.9745901367405168,-3.069535917051984,179.4127624511719,193.02411981038665,165.80140509195712,57141525.0,0.008846187750640944
