Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Volume_SMA,Target
2023-08-09,317.29620361328125,322.10145851514295,316.1342482811802,321.47127346666514,22373300,333.53269653320314,331.20981750488284,30.161039339553056,-3.5395726345133767,-1.44322604378319,333.53269653320314,354.06580534940866,312.9995877169976,32387445.0,0.0021722273828184147
2023-08-10,317.9854431152344,323.2338495332389,316.2622382780474,321.0281269074305,20113700,332.56130065917966,331.0467529296875,32.54601841671105,-3.9421024101564512,-1.9430013170578424,332.56130065917966,354.13333901916053,310.9892622991988,32364770.0,-0.005945441861496259
2023-08-11,316.0948791503906,317.4734371020371,314.32242174086554,315.3563627423326,24342600,331.3683547973633,330.90141357421874,30.009953686565808,-4.363364716928061,-2.4270739970318864,331.3683547973633,353.83919031885057,308.897519275876,32166790.0,0.009438879715445214
2023-08-14,319.0784606933594,319.0981436446772,315.1790727103108,316.4690422541551,18836100,330.30045928955076,330.7332293701172,26.549406459904688,-4.40568207388344,-2.8227956124021976,330.30045928955076,352.98577658400103,307.6151419951005,32090400.0,-0.006727710406412402
2023-08-15,316.9317932128906,320.112347555103,315.98650076532334,318.05435241024975,16966300,328.44776763916013,330.4665753173828,32.8592244550163,-4.559873624653562,-3.1702112148524706,328.44776763916013,348.9342045986198,307.9613306797005,29695080.0,-0.0024283546782489784
2023-08-16,316.16217041015625,320.129018488505,315.57010038655903,316.5568737212436,20698900,326.77371673583986,330.1738946533203,37.99049733789576,-4.69010901052178,-3.474190773986333,326.77371673583986,345.3503748563877,308.197058615292,28743380.0,-0.010986291315387753
2023-08-17,312.688720703125,317.6127097168365,312.02756935768224,316.3003145091052,21257200,325.33020782470703,329.8562518310547,21.099729391367205,-5.015781052882346,-3.782508829765536,325.33020782470703,343.5528035103305,307.1076121390836,28117320.0,-0.0012623236123809889
2023-08-18,312.29400634765625,314.1688694839408,307.4291913799028,310.3303071193683,24744800,324.01958923339845,329.7335601806641,22.372515799528685,-5.245264498440065,-4.075059963500442,324.01958923339845,342.0212025018727,306.0179759649242,25886115.0,0.017062614516404784
2023-08-21,317.62255859375,318.50077107188855,312.8465799771693,313.72479245530786,24040000,322.90942535400393,329.6804150390625,32.317608652074725,-4.94021443189871,-4.248090857180095,322.90942535400393,339.48912862672904,306.3297220812788,25754210.0,0.001802004178382166
2023-08-22,318.1949157714844,321.7670303653258,317.2081424532329,321.1947150908699,16102000,321.53887329101565,329.60858642578125,42.9040239115008,-4.599258229610882,-4.318324331666253,321.53887329101565,334.31415332037295,308.76359326165834,24477425.0,0.014079359055401586
2023-08-23,322.6748962402344,324.84580972840274,319.1817100325212,319.5369641096459,21166400,321.04270629882814,329.5267077636719,51.49997748457693,-3.9223367433640988,-4.2391268140058225,321.04270629882814,332.73430799232705,309.3511046053292,22616560.0,-0.021498644098862707
2023-08-24,315.7378234863281,328.57575251487145,315.72794611782484,328.4474671800425,23281400,320.54679107666016,329.2580340576172,41.15876286758773,-3.9006708784583566,-4.171435626896329,320.54679107666016,332.25584153585623,308.8377406174641,21798865.0,0.0094071223186869
2023-08-25,318.7080078125,321.05650265053123,314.58327309440625,317.2179706962398,21684100,319.82273864746094,328.98869750976564,42.143263479726485,-3.602306327188387,-4.057609766954741,319.82273864746094,329.92019075638564,309.72528653853624,21458825.0,0.0022293454713702143
2023-08-28,319.41851806640625,321.83609449836024,317.46469615983295,321.3525852347555,14808500,319.2548355102539,328.5216668701172,47.791403121666704,-3.2708141220107336,-3.90025063796594,319.2548355102539,327.93669218005965,310.5729788404481,20926950.0,0.014550423027072767
2023-08-29,324.0661926269531,324.6286605824637,317.62256478776396,317.62256478776396,19284600,318.8986389160156,328.2612225341797,58.90924687929973,-2.6030691060357753,-3.6408143315799073,318.8986389160156,325.9501789620283,311.8470988700029,20975585.0,0.0011571709994189217
2023-08-30,324.4411926269531,325.4476905236703,322.1321467834745,324.3227846525076,15222100,318.99642486572264,328.09256774902343,58.56656213351303,-2.0203279213711767,-3.3167170495381613,318.99642486572264,326.30688323368724,311.68596649775805,20348625.0,-0.0031328280136114772
2023-08-31,323.4247741699219,326.5331035397422,322.4577256512088,324.84572990136996,26411000,319.0847457885742,327.99200927734375,59.95753085273272,-1.621822449372985,-2.977738129505126,319.0847457885742,326.5711783924378,311.5983131847106,20756490.0,0.0027460885717593975
2023-09-01,324.31292724609375,327.5988691949411,322.45778856177515,326.9278705558269,14931200,319.16233215332034,327.78809814453126,57.5402083192294,-1.2202709373223115,-2.6262446910685635,319.16233215332034,326.8389387314914,311.4857255751493,20316665.0,0.014878396580210174
2023-09-05,329.13818359375,330.42100680175923,324.31287838153,324.64837765053704,18553900,319.36646575927733,327.7730554199219,66.32352809141003,-0.5068380960186119,-2.2023633720585734,319.36646575927733,327.8749569918251,310.85797452672955,20357285.0,-0.002008493120201793
2023-09-06,328.47711181640625,330.03620043198475,325.81281177247035,328.97049848276976,17535800,319.73743896484376,327.8712237548828,66.51664532860076,0.005160120439995808,-1.7608586735588596,319.73743896484376,329.15483454097824,310.3200433887093,20117695.0,-0.008922159237975458
2023-09-07,325.54638671875,328.67444125152036,324.67802138664604,326.9081387064647,18381000,320.1499481201172,327.7932067871094,67.49929391437257,0.1724494831465222,-1.3741970422177834,320.1499481201172,329.83602961808276,310.4638666221516,19918080.0,0.013215743814110503
2023-09-08,329.8487243652344,331.7137404938382,325.10234685290214,325.7240188957701,19530100,320.7431121826172,327.7760284423828,71.59501901468992,0.6447578333267074,-0.9704060671088853,320.7431121826172,331.2861581508143,310.20006621442013,19888900.0,0.010979154058899931
2023-09-11,333.4701843261719,333.94384636953174,330.9933736107888,332.779430943847,16583300,321.61187744140625,327.84703552246094,70.34971436453652,1.2963437133053617,-0.517056111026036,321.61187744140625,333.33919481216157,309.88456007065093,19500935.0,-0.018257732505023494
2023-09-12,327.38177490234375,332.33539626234364,327.09563232037993,331.3782249333898,17565500,322.0270431518555,327.68815368652344,60.332935853315455,1.3063872411507873,-0.15236744059067137,322.0270431518555,333.9627801616336,310.09130614207737,19437405.0,0.012930702597755417
2023-09-13,331.61505126953125,332.39461065187623,326.789745222865,326.92787783331875,16544400,322.7612060546875,327.6641571044922,60.11157033065878,1.6370657581711043,0.20551919916168382,322.7612060546875,335.1741200406389,310.34829206873604,19416310.0,0.007855711046622638
2023-09-14,334.2201232910156,336.3515270839073,332.1182913781519,334.6641532003969,20267000,323.66410369873046,327.689111328125,73.17497830316185,2.0853003614459453,0.5814754316185361,323.66410369873046,336.6688565900985,310.6593508073624,19394715.0,-0.02503696906195141
2023-09-15,325.8522644042969,332.93728912466776,325.2897964234444,332.4636572367329,37666900,324.32228088378906,327.485263671875,57.89015667540493,1.7451957051116551,0.8142194863171599,324.32228088378906,336.27835980995064,312.3662019576275,20215200.0,-0.0035127984223313202
2023-09-18,324.7076110839844,326.0298836572718,322.043311199017,323.4642671224755,16834200,324.94296112060545,327.3382824707031,55.78582116109682,1.3675322969032777,0.9248820484343835,324.94296112060545,335.4737817767855,314.4121404644254,19819670.0,-0.0012460504064889522
2023-09-19,324.3030090332031,325.0332416851502,320.21778360821713,321.8558307484151,16505900,325.2769836425781,327.2893591308594,50.28556666583254,1.0237818015563676,0.9446619990587803,325.2769836425781,335.2385539812162,315.31541330394,19442965.0,-0.02397673195059158
2023-09-20,316.52728271484375,325.2306310562654,316.27074211639325,325.1517024368806,21436500,325.19360198974607,327.0723175048828,41.902275093382556,0.12250872366263366,0.7802313439795511,325.19360198974607,335.4289250186001,314.958278960892,19709690.0,-0.0038657087769088383
2023-09-21,315.3036804199219,321.04670841856864,310.8335984468154,315.03726246226876,35529500,324.82504119873045,326.7376519775391,41.725362842491094,-0.6826223178565556,0.48766061161232976,324.82504119873045,335.9356682312977,313.7144141661632,20427845.0,-0.007886567689433965
2023-09-22,312.8170166015625,317.1982925065449,311.96837589582117,317.0700071580314,21447900,324.6790008544922,326.24572509765625,38.65625779190039,-1.504010164182489,0.08932645645336601,324.6790008544922,336.3549521206006,313.00304958838376,20336170.0,0.001671936711078681
