Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Volume_SMA,Target
2023-08-09,303.7782897949219,312.1588059993001,301.4293748376465,311.41232415491487,19955800,308.2238433837891,290.7043121337891,51.58365127180201,5.676251569278918,6.951261172026033,308.2238433837891,326.7490715005105,289.6986152670676,26753875.0,0.0017364517334228502
2023-08-10,304.3057861328125,310.87483208676855,302.44456302698313,306.495478242272,14358900,307.8421401977539,291.56465698242187,57.43520188099228,4.857460512130899,6.5325010400470065,307.8421401977539,326.35957372904795,289.32470666645986,25957770.0,-0.0134099290256664
2023-08-11,300.2250671386719,303.29060596157103,298.95104226487763,301.15069736001476,13967800,307.48233795166016,292.2995928955078,56.37640067256453,3.8350744306488878,5.993015718167383,307.48233795166016,326.3112422211585,288.6534336821618,25527360.0,0.015084000193133162
2023-08-14,304.753662109375,304.7735573543859,296.8509062980092,299.5681107757796,15641900,307.2618774414062,292.9680426025391,57.29401657797829,3.351610581787213,5.4647346908913494,307.2618774414062,326.1111727811784,288.41258210163403,25043300.0,-0.013847553936605084
2023-08-15,300.5335693359375,305.7887997220303,298.62256266171255,304.70391654022484,11623600,306.75924530029295,293.5520904541016,52.0999029254934,2.5979877942648386,4.891385311566047,306.75924530029295,325.7707201598586,287.74777044072727,24586250.0,-0.025368292315384733
2023-08-16,292.9095458984375,299.66767333362714,292.8995830868617,298.7918267732988,18547700,305.67834014892577,294.0079425048828,38.38660473847932,1.3697516860149221,4.187058586455823,305.67834014892577,325.2792037029619,286.0774765948896,24425450.0,-0.031261838329829206
2023-08-17,283.7526550292969,294.66123377434315,283.6133275562058,291.67530660740397,23950100,304.81092681884763,294.2860314941406,21.32599104750777,-0.3386154958902807,3.2819237699866024,304.81092681884763,326.67007201942846,282.9517816182668,24431110.0,-0.006454071286459584
2023-08-18,281.9212951660156,284.3498517361462,273.0929085409362,277.72108965942147,34061200,304.26300659179685,294.67718811035155,22.969721068460757,-1.8193123312528314,2.261676549738716,304.26300659179685,327.86154496125266,280.66446822234104,24029685.0,0.023477491928174388
2023-08-21,288.54010009765625,289.1372916285723,280.5278740456698,282.1203746699717,20181500,304.1779083251953,295.18121215820315,25.85006409446261,-2.4306737053660186,1.323206498717769,304.1779083251953,328.00054451248707,280.3552721379035,23792975.0,-0.00793378489546459
2023-08-22,286.2508850097656,291.5260107541378,285.4048662537456,291.17764651643296,12999900,303.8360198974609,295.6320861816406,28.400378273006197,-3.0645760002965403,0.4456499989149072,303.8360198974609,328.50980447562256,279.16223531929927,23463690.0,0.023087635872100165
2023-08-23,292.8597412109375,296.0049216263318,286.320583478428,287.14667667048064,18287000,303.6205352783203,296.0937103271484,35.93163146474997,-2.9990969503589326,-0.24329939093986075,303.6205352783203,328.6126854738598,278.62838508278077,22015195.0,-0.025455409033444565
2023-08-24,285.4048767089844,298.0552465231389,285.2954072906671,297.09975831780935,18360900,302.3783874511719,296.40086181640623,33.43457809317567,-3.5083080031236022,-0.8963011133766091,302.3783874511719,328.43062840267237,276.3261464996714,19721780.0,-0.004359212916563382
2023-08-25,284.1607360839844,287.0371938415798,274.73515808891875,284.787785650487,23701400,300.3887634277344,296.64272155761716,27.094341465708894,-3.9665294988437836,-1.510346790470044,300.3887634277344,325.5666734359284,275.21085341954034,18945835.0,0.01667261100638262
2023-08-28,288.8984375,290.08285779345016,284.4593369151262,286.6490291486704,14239300,298.9784103393555,296.8105310058594,33.69752734023574,-3.902396033542459,-1.988756639084527,298.9784103393555,323.36110648972914,274.59571418898184,18367820.0,0.026631141154439097
2023-08-29,296.5921325683594,297.7466947053678,286.82815326789597,287.2262708109696,20844500,297.7482086181641,297.14873657226565,44.76353214518258,-3.1939352101633176,-2.2297923533002852,297.7482086181641,319.78047240197037,275.7159448343578,18269150.0,-0.009698282625581478
2023-08-30,293.7156982421875,296.8907364498901,292.05351881197504,295.7759952060109,17717000,296.79221496582034,297.3631262207031,42.5385547567423,-2.8319343379778275,-2.3502207502357937,296.79221496582034,317.69853345488264,275.88589647675803,18131945.0,0.0026771327602665984
2023-08-31,294.50201416015625,299.68756588991215,294.2730821401518,294.41240961471203,17229900,295.9312713623047,297.64678955078125,45.77141328999212,-2.4533166089007636,-2.3708399219687877,295.9312713623047,315.63250050842464,276.23004221618476,18234430.0,0.001656020646943368
2023-09-01,294.9897155761719,300.32455776626847,293.0886715524434,297.96568006190887,12819800,295.2171356201172,297.87571044921873,42.327572108040606,-2.0898158066779047,-2.3146350989106113,295.2171356201172,313.8908308652024,276.54344037503193,17995410.0,0.01272017001883774
2023-09-05,298.7420349121094,299.97623891112556,294.1238162567697,295.62671241672155,14956000,294.4004852294922,298.1030389404297,48.58180135024204,-1.4818758487170953,-2.148083248871908,294.4004852294922,310.6945450463179,278.10642541266645,17931385.0,-0.0032650337684089203
2023-09-06,297.7666320800781,301.877233083243,294.27308747477696,300.29469528432116,15418100,293.73014373779296,298.5150970458984,54.2972641819681,-1.0664920523147998,-1.9317650095604866,293.73014373779296,308.10936027227774,279.3509272033082,17943115.0,-0.0016712757336441175
2023-09-07,297.26898193359375,305.60964666787106,290.84922609591115,296.60211147258366,33748700,293.40467834472656,298.7464074707031,64.12232677229377,-0.768593738587299,-1.699130755365849,293.40467834472656,307.1049161900733,279.7044404993798,18632760.0,-0.0026115629853884492
2023-09-08,296.4926452636719,303.8181057312273,295.3878363572217,297.81639301480607,17548000,293.0140213012695,298.9972247314453,65.56786851721917,-0.5883687116026977,-1.476978346613219,293.0140213012695,305.821975951355,280.206066651184,18792215.0,0.032461524510752016
2023-09-11,306.11724853515625,307.5903168617687,299.8667089253806,299.9961039615966,19489300,293.3086303710937,299.5153820800781,67.64588380765409,0.3273129091059559,-1.116120095469384,293.3086303710937,307.0518934311639,279.5653673110236,19068290.0,-0.019183219767018755
2023-09-12,300.24493408203125,307.2120974880503,298.8216494189486,304.89301037322764,13480400,293.08319396972655,299.8076043701172,63.10590484095096,0.5725504856613952,-0.7783859792432282,293.08319396972655,306.1681327127462,279.9982552267069,18960215.0,0.011270908578262517
2023-09-13,303.62896728515625,305.73901754816256,299.9065212692648,300.9416207807338,13210900,293.2379638671875,300.1866174316406,60.734122662825065,1.028114762862515,-0.4170858308220796,293.2379638671875,306.75987879982085,279.7160489345541,19039580.0,0.02183175644069535
2023-09-14,310.2577209472656,311.40232021593397,303.59910134482067,305.3010712203956,19343100,294.1053726196289,300.53198974609376,75.18661609413813,1.9021114002355262,0.04675361538944156,294.1053726196289,309.617789956052,278.5929552832058,19079350.0,-0.03660326414384463
2023-09-15,298.9012756347656,310.5364415310595,297.3485958570642,310.14825639942245,28106400,294.86280364990233,300.6976092529297,62.39748712557391,1.6592628558669844,0.36925546348495014,294.86280364990233,309.71197214765766,280.013635152147,19287165.0,0.007459060522051475
2023-09-18,301.13079833984375,302.17589126624904,296.4030794509802,296.7912646342121,14234200,295.8232788085937,300.9368817138672,60.74115957252956,1.6279415869706213,0.6209926881820844,295.8232788085937,309.59372343001553,282.0528341871719,18295815.0,0.008329200217198851
2023-09-19,303.63897705078125,304.73382321724205,298.4036410748847,301.06112993463853,15924400,296.57822265625,301.15525390625,56.80775451504504,1.7849327226169294,0.8537806950690534,296.57822265625,310.3229715613526,282.8334737511474,18082960.0,-0.01770093838552178
2023-09-20,298.2642822265625,306.6149095251009,298.02538739527154,303.61901950604306,19379500,297.1788925170898,301.18272399902344,54.19191316928075,1.45883977769995,0.9747925115952328,297.1788925170898,310.0452819430013,284.3125030911783,18401940.0,-0.013147765330089767
